name,cuisines,area,timing,ishomedelivery,istakeaway,isindoorseating,isvegonly,dinner_ratings,dinner_reviews,delivery_ratings,delivery_reviews,populardishes,peopleknownfor,averagecost
Dawat-E-Biryani ,"Kebab, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,350
Patiala House,"North Indian, Mughlai, Chinese, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,9,Not Specified,Not Specified,250
Guntur Chili's,"Andhra, BBQ","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,3.7,17,Not Specified,Not Specified,250
Gilly's Kitchens ,"North Indian, Chinese, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,13,Not Specified,Not Specified,250
Bismillah Biryani ,"Biryani, North Indian, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,2.9,27,Not Specified,Not Specified,250
Paratha Zone,North Indian,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,150
Eat Fresh ,"North Indian, Biryani, Chinese, Mughlai","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,250
South Indian Meals,South Indian,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.5,22,Not Specified,Not Specified,250
Behrouz E Barbeque,"BBQ, North Indian, Chinese, Mughlai, Biryani","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,3.0,21,Not Specified,Not Specified,250
Rajasthani Chullah Bhatti,"North Indian, Biryani, Chinese","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,14,Not Specified,Not Specified,250
Kerala Spice,"Kerala, North Indian, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.2,33,Not Specified,Not Specified,250
Chinese Village,"Chinese, Seafood","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,11,Not Specified,Not Specified,300
Hyderabadi Haveli Biryani ,"Biryani, Kebab","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,3.4,36,Not Specified,Not Specified,250
Magic Bowl,"North Indian, Chinese, Mughlai","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,13,Not Specified,Not Specified,150
Ambur Basmati Biryani ,"Biryani, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,2.9,58,Not Specified,Not Specified,250
Biryani Xpress,"Biryani, North Indian","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,6,Not Specified,Not Specified,300
Zaika Biryani House,"Biryani, North Indian","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,5,Not Specified,Not Specified,300
Darjeeling Delight,"North Indian, Biryani, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
Khybar Kashmir,"Biryani, North Indian, Mughlai","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.8,142,Not Specified,Not Specified,250
Natural Mumbai Kulfi,"Desserts, Ice Cream, Fast Food, Beverages","Electronic City, Bangalore",10am â 10pm (Today),1,1,1,0,3.7,10,-,14,Not Specified,Not Specified,200
Andhra Curry's Point,"North Indian, Chinese, Biryani, Mughlai","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,450
Biryani Darbar ,"Biryani, North Indian, Kebab","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,4.0,55,Not Specified,Not Specified,200
TravelBaits Cafe,"Beverages, Desserts, Pasta, Mexican, Fast Food","Electronic City, Bangalore",10am â 10pm (Today),1,1,1,0,-,3,-,2,Not Specified,Not Specified,350
Paradise Biryani House ,"Biryani, Kebab","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,3.1,604,Not Specified,Not Specified,250
Pasha's Biryani & Kabab House,"Biryani, North Indian, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,7,Not Specified,Not Specified,250
Kabab & Curry House,"North Indian, Kebab, Chinese","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,3,3.6,46,Not Specified,Not Specified,500
Spice Tandoor,"North Indian, South Indian, Biryani, Seafood","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.6,117,Not Specified,Not Specified,300
Seafoods Kitchens,"North Indian, Chinese, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,8,Not Specified,Not Specified,250
Veg Navratan,"Chinese, North Indian","Electronic City, Bangalore",Timing Not Available,1,0,0,1,-,0,-,18,Not Specified,Not Specified,250
Lucknow Darbar,"Odia, North Indian","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,19,Not Specified,Not Specified,250
Firangi Chinese,Chinese,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,17,Not Specified,Not Specified,250
Chettinad  House,"North Indian, Biryani, Chinese, Chettinad","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.2,33,Not Specified,Not Specified,250
Foodies Corner,"Biryani, North Indian, Mughlai","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,8,Not Specified,Not Specified,250
Jing Fung Chinese,Chinese,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,9,Not Specified,Not Specified,250
Master Chefs,"North Indian, Biryani, Mughlai","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.4,24,Not Specified,Not Specified,250
My Bowl,"North Indian, Chinese, Fast Food, Desserts","Electronic City, Bangalore",12noon â 1am (Today),1,1,0,0,-,0,3.9,40,Not Specified,Not Specified,250
China Town,Chinese,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.2,130,Not Specified,Not Specified,250
One More Scoop,"Beverages, Ice Cream, Shake, Juices","Electronic City, Bangalore",10:30am â 11:30pm (Today),1,1,1,0,-,0,4.0,16,Not Specified,Not Specified,200
The Great Woks,Chinese,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,9,Not Specified,Not Specified,150
BLR Biryani House,"North Indian, Chinese, Biryani","Bommasandra, Bangalore",Timing Not Available,1,0,0,0,-,0,-,17,Not Specified,Not Specified,250
Buger Bite,"Burger, Rolls, Fast Food","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
De Spicy Chowki,"North Indian, Chinese, Mughlai, Biryani, Street Food, Rolls, Desserts, Beverages","Bommasandra, Bangalore",8:30am â 10:30pm (Today),1,1,1,0,3.5,7,3.5,34,Not Specified,"Served Quickly, Healthy and Delicious, Quality, Ambience, Food",800
Ghar Ka Paratha,"North Indian, Street Food, Rolls, Desserts, Beverages","Electronic City, Bangalore",7am â 12midnight (Today),1,1,0,0,-,0,-,5,Not Specified,Not Specified,100
Paratha House,North Indian,"Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,3.7,5,Not Specified,Not Specified,100
Indian Grill,"North Indian, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,7,Not Specified,Not Specified,200
Mannheim Coffee,"Coffee, Beverages","Electronic City, Bangalore",12noon â 10pm (Today),1,1,0,0,-,0,-,4,Not Specified,Not Specified,200
Swad Of India,"North Indian, Biryani, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,6,Not Specified,Not Specified,250
Sri Shiva Shakthi Veg,"South Indian, North Indian, Chinese","Electronic City, Bangalore",7am â 11pm (Today),1,1,1,0,-,1,4.0,49,Not Specified,Not Specified,400
Mighty Bites,"Fast Food, Beverages","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.8,55,Not Specified,Not Specified,150
Hyderabadi Palace ,"Hyderabadi, North Indian, Biryani, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,3,Not Specified,Not Specified,250
Hyderabadi Family Pack Biryani ,Biryani,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.7,74,Not Specified,Not Specified,300
Awadhi Biryani ,"Biryani, Awadhi","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,6,Not Specified,Not Specified,300
Dum-Pukht-Biryani,"Biryani, Awadhi","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,8,Not Specified,Not Specified,450
Bawarchi Biryanis,"Biryani, Desserts, Beverages","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,2.8,48,Not Specified,Not Specified,250
Bollywood Spice ,"North Indian, Biryani, Chinese, Kerala, Street Food","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,6,Not Specified,Not Specified,250
Bombay Biryani ,"Biryani, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,5,Not Specified,Not Specified,350
Smokeing Tandoor,"North Indian, Chinese, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.6,40,Not Specified,Not Specified,250
Janani Rice Corner,Chinese,"Electronic City, Bangalore",9:10am â 10:18pm (Today),1,1,1,0,-,1,-,21,Not Specified,Not Specified,200
Home Bakes,Bakery,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,0,Not Specified,Not Specified,150
Pot Dum Biryani,"Biryani, Kebab","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,3.1,36,Not Specified,Not Specified,250
MMQ Biryani & Kebab Center,"Biryani, Kebab, North Indian","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,9,Not Specified,Not Specified,250
Biryani Festival,"Biryani, North Indian","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,1,Not Specified,Not Specified,300
Alpha's Biryani & Kabab House,"Biryani, North Indian, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,3,Not Specified,Not Specified,300
Scooppy,Ice Cream,"HSR, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,150
Tandoori Delight,"North Indian, Biryani","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,1,Not Specified,Not Specified,250
Yummy Of Chinese,Chinese,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,3,Not Specified,Not Specified,250
Karachi Biryani ,"Biryani, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.4,21,Not Specified,Not Specified,350
Sharief Chacha,"Biryani, Chinese, North Indian","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,300
Jaipur Jalpan,"North Indian, Biryani, Mughlai, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,10,Not Specified,Not Specified,300
Panjabi Angeethi,"North Indian, Biryani, Mughlai","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.5,16,Not Specified,Not Specified,250
Bukhara Kitchens,"North Indian, Chinese, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,8,Not Specified,Not Specified,250
Shiv Durga Paratha & Fast Food,"Chinese, North Indian","Electronic City, Bangalore",Timing Not Available,1,1,1,0,3.6,24,4.0,41,Not Specified,"Very Affordable, Clean and Hygienic Place, Served Quickly, Delicious Taste, Mouth Watering Food, Best Food under Best Budget",200
Cappuccino,"South Indian, North Indian, Fast Food, Shake","Electronic City, Bangalore",Timing Not Available,1,1,0,0,3.5,9,3.2,162,Not Specified,"Spill Proof Packaging, Extensive Menu, Customizable Food, Great Portions, Fresh Food, Good Quality",200
Indo China,"Chinese, North Indian, Seafood, BBQ, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,9,Not Specified,Not Specified,250
Desi Paratha,North Indian,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,4.0,26,Not Specified,Not Specified,100
La Italia,"Italian, Pizza, Continental, Thai, Beverages","Bannerghatta Road, Bangalore",11am â 12midnight (Today),1,1,0,0,-,3,3.8,22,Not Specified,Not Specified,1200
Spice Of Uttar Pradesh,"North Indian, Biryani, Chinese, Fast Food","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.6,2,Not Specified,Not Specified,250
Biryani Khazana House,"Biryani, Hyderabadi","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,7,Not Specified,Not Specified,300
Biryani Palace ,"Biryani, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,5,Not Specified,Not Specified,300
Malabar Kitchens,"South Indian, Kerala","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,2.8,5,3.9,122,Not Specified,Not Specified,400
The Grill Shack,"Arabian, Lebanese, North Indian, Fast Food, Beverages","Electronic City, Bangalore",11:30am â 11pm (Today),1,1,1,0,3.6,7,4.0,56,Not Specified,Not Specified,400
Mangalorean Foods,"Mughlai, North Indian, Chinese, Biryani, Mangalorean","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,8,Not Specified,Not Specified,400
Garden Fresh,"North Indian, Chinese, Mughlai, Arabian","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.3,28,Not Specified,Not Specified,250
Purani Delhi Restaurants,"North Indian, Mughlai, Chinese, Momos","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,6,Not Specified,Not Specified,250
Nimantran  Restaurant,"North Indian, Mughlai, Chinese, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
New Quality Biryani,"Chinese, Biryani","Electronic City, Bangalore",11:30am â 11pm (Today),1,1,1,0,-,0,-,2,Not Specified,Not Specified,200
Momo's Factory,"Momos, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,5,Not Specified,Not Specified,250
Punjabi Angaan Restaurant,"Chinese, Biryani, Mughlai, North Indian, Momos","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,8,Not Specified,Not Specified,250
Proteen Cafe,"North Indian, Chinese, Sandwich, Fast Food","Electronic City, Bangalore",1pm â 10:50pm (Today),1,1,1,0,-,3,4.0,33,Not Specified,Not Specified,400
Kulche Kebab,"Street Food, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,300
Healthy Palate,North Indian,"Sarjapur Road, Bangalore",Timing Not Available,1,0,0,0,-,0,-,3,Not Specified,Not Specified,200
Momo Street,"North Indian, Momos, Chinese, Fast Food","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
Egg Street,"Chinese, North Indian, Street Food","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,8,Not Specified,Not Specified,150
Mutton Mast Kalandar,"North Indian, Mughlai, Biryani","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,4,Not Specified,Not Specified,350
Village Kitchens,"North Indian, Chinese, Biryani, Mughlai","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,8,Not Specified,Not Specified,250
Mani's Royal Biryani,Biryani,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,5,Not Specified,Not Specified,300
Second Wife,"Biryani, Chinese, North Indian, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,3,Not Specified,Not Specified,250
Arabian Grill,"North Indian, Biryani, Chinese, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,7,Not Specified,Not Specified,250
Kebab Megic's,"North Indian, Kebab, Biryani, Chinese","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,6,Not Specified,Not Specified,300
Dessert Jars @ 99,Desserts,"Electronic City, Bangalore",7am â 4am (Today),1,1,0,0,-,0,3.4,27,Not Specified,Not Specified,100
Chinese Street,Chinese,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,9,Not Specified,Not Specified,250
Bawarchi Biryani House,Biryani,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,14,Not Specified,Not Specified,250
Paratha Plaza,"North Indian, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,0,Not Specified,Not Specified,200
GuruJi Food Point,"North Indian, Chinese","Electronic City, Bangalore",12noon â 11pm (Today),1,1,1,0,3.7,21,3.9,32,Not Specified,"Great Place for Family, Cheap and Affordable, Best in Service, Sanitised Service, Comforting Atmosphere, Served Quickly",200
Kritongha Restaurant,"North Indian, Chinese, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,6,Not Specified,Not Specified,250
New Hyderabadi Biriyani Zone,"Biryani, North Indian, Chinese, Seafood, Mughlai","Electronic City, Bangalore",11am â 11pm (Today),1,1,0,0,-,0,-,13,Not Specified,Not Specified,200
Baba Da Daba,"North Indian, Kashmiri, Chinese, Biryani, Mughlai","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,250
Biryani & Spice,"Biryani, North Indian, Chinese, Mughlai, Beverages","Electronic City, Bangalore",11am â 11pm (Today),1,1,0,0,-,0,-,1,Not Specified,Not Specified,200
Manasa  Restaurant,"North Indian, Biryani, Mughlai, Andhra, Chinese","Electronic City, Bangalore",11:30am â 9:30pm (Today),1,1,1,0,3.4,6,-,0,Not Specified,Not Specified,800
Maharaja Grills And Rolls,"Rolls, Charcoal Chicken, North Indian, Desserts","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,150
Ande Ke Funde,"Chinese, North Indian","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,5,Not Specified,Not Specified,200
Charcoal Chicken,"Fast Food, Desserts","Electronic City, Bangalore",7am â 4am (Today),1,1,0,0,-,0,3.7,44,Not Specified,Not Specified,200
Madras CafÃ©,"South Indian, North Indian, Chinese, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
Paradise Delicious,"Fast Food, Chinese, Street Food, Mughlai, North Indian, Beverages, Biryani","Electronic City, Bangalore",10:34am â 10:30pm (Today),1,1,1,0,3.6,8,3.5,154,Not Specified,"Excellent Food and Service, Spill Proof Packaging, Presentation, Customizable Food, Elaborate Menu, Great Portions",400
Zaitoun Zaika,"Chinese, North Indian, Mughlai, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,14,Not Specified,Not Specified,250
Desserts By What The Ale?!,"Bakery, Desserts","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.7,42,Not Specified,"Fresh Food with Good Quality, Cute Packaging, Food Presentation, Great Portions, Worth the Money, Delicious Food",300
New Punjabi Curries,"North Indian, Chinese","Electronic City, Bangalore",11am â 11pm (Today),1,1,0,0,-,0,-,4,Not Specified,Not Specified,200
Bihari Bhojan,"North Indian, Chinese, Biryani","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,14,Not Specified,Not Specified,250
The London Shakes & CafÃ©,"Fast Food, Pizza, Beverages, Shake","Electronic City, Bangalore",11:30am â 10pm (Today),1,1,0,0,3.7,11,-,8,Not Specified,Not Specified,500
AL Pakiza Restaurant,"North Indian, Biryani, Chinese, Momos, Mughlai, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,250
House Of Juice,"Beverages, Street Food","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.5,24,Not Specified,"Excellent Food Quality, Food Tastes Great, Great Veg Options, Contactless Delivery, Cute Packaging, Extensive Menu",150
Box Asia - Chinese and More,Chinese,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,0,Not Specified,Not Specified,200
Catering Service,"Biryani, North Indian","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,300
Royal Hot And Fresh Food,"Chinese, South Indian","Bommasandra, Bangalore",Timing Not Available,1,0,0,0,-,0,-,9,Not Specified,Not Specified,150
Infosys CafÃ©,"North Indian, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,300
Crazy Bao,"Fast Food, Chinese, North Indian, Momos","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,4.0,2,Not Specified,Not Specified,200
JSP Noble Cane juice,Juices,"Electronic City, Bangalore",10am â 8:15pm (Today),1,1,0,0,-,0,3.9,21,Not Specified,"Healthy and Delicious, Worth the Money, Timely Service, Good Quality",100
New Lassi Corner,"Fast Food, Street Food, Beverages, Ice Cream","Electronic City, Bangalore",10am â 10:30pm (Today),1,1,1,0,3.8,9,-,4,Not Specified,"Elaborate Menu, Fresh Food, Good Quality, Service",200
Andhra Spicy Hub,"Andhra, Chinese","Bommasandra, Bangalore","12noon â 5:30pm, 6:30pm â 10:02pm (Today)",1,1,0,0,-,0,-,3,Not Specified,Not Specified,250
Momo CafÃ©,"Momos, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
Nilamadhaba Restaurant,North Indian,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,10,Not Specified,Not Specified,50
Fabelle Chocolates,Desserts,"Electronic City, Bangalore",9am â 12midnight (Today),1,1,0,0,-,0,-,3,Not Specified,Not Specified,100
Thalasery House,"North Indian, Biryani, Chinese, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.5,97,Not Specified,Not Specified,200
Kabab Zone,"North Indian, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,11,Not Specified,Not Specified,100
Biryani Box,Biryani,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,4,Not Specified,Not Specified,250
Curry Xpress,North Indian,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
Yellow Chili's,"North Indian, Chinese, Mughlai, Biryani, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,3,Not Specified,Not Specified,200
Afghani Grill House,"North Indian, Mughlai, Chinese","Electronic City, Bangalore",24 Hours (Today),1,1,0,0,-,0,-,9,Not Specified,Not Specified,350
Grand Punjabi,North Indian,"Electronic City, Bangalore",11am â 8pm (Today),1,1,0,0,-,0,3.2,185,Not Specified,Not Specified,100
Pune High Way Dhaba,"North Indian, Chinese, Mughlai, Biryani, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,3,Not Specified,Not Specified,200
Fire Woods Biryani,"North Indian, Chinese, Biryani, Mughlai","Electronic City, Bangalore",11am â 4am (Today),1,1,0,0,-,0,4.0,38,Not Specified,Not Specified,250
Leon Kebab,"North Indian, Chinese, Fast Food, Biryani, Kebab","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,250
Hoskote Mutton Point,"South Indian, Fast Food, Mughlai","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,10,Not Specified,Not Specified,350
Hotel Sapthagiri,"South Indian, Tea","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,50
Tandoor Studio,"North Indian, Chinese, Biryani, Kebab, Fast Food, Beverages","Electronic City, Bangalore",12noon â 10:30pm (Today),1,1,1,0,-,1,3.5,21,Not Specified,Not Specified,300
Maha Annapurna Hotel,"Rolls, Bengali","Bommasandra, Bangalore",Timing Not Available,1,0,0,0,-,0,3.4,26,Not Specified,Not Specified,100
Shilpa Foods,"Beverages, Tea, Coffee","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,3,Not Specified,Not Specified,100
Andhra Spicy,"Andhra, North Indian, Biryani, Chinese","Electronic City, Bangalore",11am â 12midnight (Today),1,1,1,0,-,1,3.3,31,Not Specified,Not Specified,250
Ambur Hot Dum Biriyani,"Biryani, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.8,91,Not Specified,Not Specified,200
Box A8,"North Indian, Beverages","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
Rolls And Wraps,"Rolls, Wraps, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
Hungry Panda- Deliciously Chinese,"Chinese, Momos","Electronic City, Bangalore",11:30am â 10:30pm (Today),1,1,0,0,-,0,3.4,8,Not Specified,Not Specified,250
Shilpa Home Food,Momos,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,4.0,61,Not Specified,Not Specified,100
Shilpa Kitchen,South Indian,"Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,8,Not Specified,Not Specified,100
Megna Restaurant,"North Indian, Chinese, Mughlai, Momos","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.0,34,Not Specified,Not Specified,250
Kulfi And More,"Ice Cream, Desserts","Electronic City, Bangalore",10am â 11:30pm (Today),1,1,0,0,-,0,-,17,Not Specified,Not Specified,100
Sher E Hindustani Restaurant,"North Indian, Biryani, Chinese, Momos","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,8,Not Specified,Not Specified,250
Biryani Box Company,"Biryani, Chinese","Bommasandra, Bangalore",Timing Not Available,1,0,0,0,-,0,-,4,Not Specified,Not Specified,250
Ruposhi Bangla,"Bengali, Fast Food, Seafood","Electronic City, Bangalore",12noon â 10:30pm (Today),1,1,1,0,-,0,3.7,24,Not Specified,Not Specified,400
Roti Pe Boti,"North Indian, Chinese, Mughlai","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,3,Not Specified,Not Specified,200
Swagth Restaurant,"North Indian, Kebab, BBQ, Mughlai, Biryani, Chinese, Momos","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
Commons Corner,"BBQ, Kebab, Street Food, Ice Cream","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,100
Udupi Spice,"North Indian, Mughlai, Chinese, Momos, Biryani","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,250
NH-7 High Way Restaurants,"North Indian, South Indian, Chinese, Biryani, Momos, Beverages, Desserts","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,3,Not Specified,Not Specified,250
KGN  Restaurant,"North Indian, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,6,Not Specified,Not Specified,250
Golden Grill Restaurant,"North Indian, Biryani, Chinese, Momos","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,0,Not Specified,Not Specified,250
Momo Restaurants,"Momos, Chinese","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
The Dripping Cone,"Ice Cream, Desserts, Beverages","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,3.5,31,Not Specified,"Excellent Food Quality, Great Veg Options, Contactless Delivery, Cute Packaging, Extensive Menu, Proper Packaging",250
Bahaar CafÃ©'s,"North Indian, Chinese, Biryani, Kebab, Momos","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,1,Not Specified,Not Specified,250
Momo's Point,"Chinese, Momos","Electronic City, Bangalore",Timing Not Available,1,0,0,0,-,0,-,2,Not Specified,Not Specified,250
Gowdru Mane Donne Biryani,"Biryani, Chinese, South Indian","Electronic City, Bangalore",11:29am â 10:32pm (Today),1,1,1,0,-,1,-,6,Not Specified,Not Specified,400
E-City Foodies Corner,"North Indian, Biryani, Chinese","Bommasandra, Bangalore",Timing Not Available,1,0,0,0,-,0,-,0,Not Specified,Not Specified,150
